source_task,family,work_type,criterion_id,criterion_title,reference_fragment,source_files,compiler_discrimination,review_status,review_notes
intellectual-property/extract-open-source-license-obligations-from-targets-software-disclosure-schedule,standard,analyze,C-026,Remediation recommendations address indemnity or escrow,"$500,000",epa-section-3-14-ip-reps.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-renewal-and-termination-dates-from-contract-portfolio,standard,analyze,C-003,"Crestline: Correct initial term end date August 31, 2025","Crestline MSA | August 31, 2025",audit-request-email.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-renewal-and-termination-dates-from-contract-portfolio,standard,analyze,C-006,Crestline: Non-renewal notice period stated as 90 days,90 days,audit-request-email.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-renewal-and-termination-dates-from-contract-portfolio,standard,analyze,C-018,Verdana: 30-day convenience termination notice period extracted,30 days,audit-request-email.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-renewal-and-termination-dates-from-contract-portfolio,standard,analyze,C-026,"DISTRACTOR_002: Palladian $75,000 termination fee not flagged as current exposure","$75,000",palladian-mssa.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-renewal-and-termination-dates-from-contract-portfolio,standard,analyze,C-053,Broadleaf: Correct contract number ARR-BCM-2024-0401,BCM-2024,audit-request-email.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-renewal-and-termination-dates-from-contract-portfolio,standard,analyze,C-055,"Broadleaf: Initial term end date March 31, 2027","March 31, 2027",broadleaf-telecom-agreement.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-renewal-and-termination-dates-from-contract-portfolio,standard,analyze,C-063,"Ironclad: Initial term start date June 1, 2024","June 1, 2024",ironclad-training-agreement.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-renewal-and-termination-dates-from-contract-portfolio,standard,analyze,C-078,Summary memo identifies Crestline as requiring immediate action,Crestline MSA,audit-request-email.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-accused-product-issues,standard,analyze,C-038,Recommends claim construction position on 'dynamic workload redistributor',dynamic workload redistributor,207-patent-claims-and-spec.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-errors-and-vulnerabilities-in-counterpartys-post,standard,analyze,C-009,Quantifies the damages overstatement amount,$5.2 million,comparable-licenses-summary.xlsx,reference_passes;corrupted_fails,,
intellectual-property/identify-ip-litigation,standard,analyze,C-001,Nakamura date discrepancy: petition cites 2016 but actual publication is 2017,2016 | 2017,chen-patent-9876543.docx | engagement-memo.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-data-processing-addendum,standard,review,C-003,ISSUE_001: Recommends deletion of 'legitimate business purposes' language,legitimate business purposes | Section 2.1,cloudnest-dpa-v6-3.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-data-processing-addendum,standard,review,C-015,ISSUE_005: References 2021 SCCs as required mechanism,2021 | EU Standard Contractual Clauses,chu-to-lindgren-dpa-review-request.eml | verdana-dpa-playbook-v4-1.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-data-processing-addendum,standard,review,C-028,ISSUE_010: Flags absence of HIPAA BAA obligations in the DPA,CloudNest's DPA | Business Associate Agreement | Protected Health Information,chu-to-lindgren-dpa-review-request.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-data-processing-addendum,standard,review,C-029,ISSUE_010: Identifies CloudNest as a Business Associate under HIPAA,Business Associate | § 164.502(e),chu-to-lindgren-dpa-review-request.eml | verdana-dpa-playbook-v4-1.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-discovery-requests,standard,analyze,C-007,ISSUE_002: Identifies overbroad temporal scope of RFP Nos. 1–15,"RFP Nos | January 1, 2005",apex-first-interrogatories.docx | stonebridge-customer-nda-summary.xlsx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-discovery-requests,standard,analyze,C-016,ISSUE_005: Identifies third-party confidentiality issue in RFP Nos. 30–33,RFP Nos,stonebridge-customer-nda-summary.xlsx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-discovery-requests,standard,analyze,C-021,"ISSUE_006: References CMO deadline of August 15, 2025 for contention responses","August 15, 2025 | May 14, 2025",apex-first-interrogatories.docx | case-management-order.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-discovery-requests,standard,analyze,C-023,ISSUE_007: Identifies RFP No. 18 as disproportionately burdensome,RFP No,kimura-trade-secrets-email.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-discovery-requests,standard,analyze,C-024,ISSUE_007: Cites burden estimate for RFP No. 18,RFP No | 1.8 million,kimura-trade-secrets-email.eml | stonebridge-ediscovery-memo.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-financial-statements,standard,analyze,C-021,ISSUE_007: Recommends removing 'financial hardship' from force majeure,financial hardship,draft-supply-agreement-polaris.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterparty-supply-agreement,standard,review,C-018,Issue 5 Context: Cascadia's History of FM Claims,18 months,greenleaf-procurement-playbook.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterpartys-proposed-jury-instructions,standard,review,C-022,Identifies Instruction No. 13 on induced infringement is irrelevant,§ 271(b),joint-pretrial-order.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-counterpartys-proposed-jury-instructions,standard,review,C-030,Connects DOE instruction error to Greenfield's specific DOE theory,Patent Claim | multi-axis locking mechanism | Dual-Plane Stabilizer,edtx-model-patent-instructions-2016.docx | joint-pretrial-order.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-ip-assignment-agreement,standard,review,C-007,Identifies OIAS university IP ownership cloud,Dr. Osei | Oregon Institute of Applied Sciences | 2015 | 2016,crestline-deal-summary.eml | ip-due-diligence-report.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-ip-assignment-agreement,standard,review,C-028,Identifies incomplete definition of 'Assigned IP' — missing PCT application,PCT Application No. PCT/US2023/014789 | Assigned IP,crestline-deal-summary.eml | ip-due-diligence-report.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-ip-assignment-agreement,standard,review,C-030,Identifies incomplete definition of 'Assigned IP' — missing domain names,Assigned IP,crestline-deal-summary.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-ip-ownership-opinion-letter,standard,review,C-011,Missing PIIAAs: Inventorship Exposure on Pending Applications,"Kevin Zhao | 412,890",ip-ownership-opinion-letter.docx | ip-portfolio-schedule.xlsx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-joint-development-agreement,standard,review,C-004,ISSUE_002: Identifies that non-compete captures Whitmore's existing InsightEngine product,any product or service that provides predictive maintenance functionality for industrial equipment | 3 years,joint-development-agreement.docx | kessler-data-access-email.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-joint-development-agreement,standard,review,C-008,ISSUE_003: Identifies that Whitmore's Background IP license to Kessler survives in perpetuity,Whitmore's Background IP,joint-development-agreement.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-proposed-contract-amendment,standard,review,C-019,ISSUE_007: Identifies sole-source auditor provision for sustainability cert,Section 14A | Sternfeld Environmental Consulting AG,draft-third-amendment.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-proposed-contract-amendment,standard,review,C-033,ISSUE_011: Notes EG-400 cost-plus model requires cost-structure audit access,EG-400,draft-third-amendment.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-proposed-contract-amendment,standard,review,C-038,ISSUE_013: Flags 24-month notice period exceeds Playbook 12-month maximum,12 months,contract-playbook.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-proposed-contract-amendment,standard,review,C-041,ISSUE_014: Flags missing 3% volume rebate from draft Third Amendment,3% | 110% | Third Amendment,draft-third-amendment.docx | internal-emails.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-issues-in-saas-subscription-agreement,standard,review,C-042,SLA credits correctly identified as capped at 15% of monthly fee,15%,service-level-agreement-exhibit-b.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-prior-art-deficiencies-in-patent-infringement-defense,standard,analyze,C-007,ISSUE_003: Flags that Reference C does not disclose wireless communication,Reference C,ishida-search-update-email.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-prior-art-deficiencies-in-patent-infringement-defense,standard,analyze,C-012,ISSUE_005: Flags Reference F's public accessibility as a printed publication,Reference F | printed publication | § 102 | catalogued in the university library system,asserted-claims-312-patent.docx | ishida-search-update-email.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-prior-art-deficiencies-in-patent-infringement-defense,standard,analyze,C-014,ISSUE_006: Identifies Reference F as underutilized in the claim chart,Reference F | Reference C,ishida-search-update-email.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-prior-art-deficiencies-in-patent-infringement-defense,standard,analyze,C-036,Identifies that Reference F includes a threshold-based clinician alert,Reference F,ishida-search-update-email.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-tech-license-term-sheet-issues,standard,analyze,C-033,Voss DLA sublicensing conflict rated as Critical or highest severity,Voss DLA,atherton-gc-email.eml,reference_passes;corrupted_fails,,
intellectual-property/identify-technology-license-agreement-issues/scenario-01,standard,review,C-010,ISSUE_005: Identifies 7% annual escalation as above market rate,7%,draft-technology-license-agreement.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-technology-license-agreement-issues/scenario-01,standard,review,C-023,ISSUE_013: Identifies payment default cure period is inadequate,"10 days | 15 days | $800,000",draft-technology-license-agreement.docx | greenleaf-licensing-playbook.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-technology-license-agreement-issues/scenario-02,standard,review,C-029,Customer Data definition/Platform Data issue rated as Critical or highest severity,Customer Data | Platform Data,draft-technology-license-agreement.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-weaknesses-in-counterpartys-summary-judgment-brief,standard,analyze,C-010,Identifies prosecution history estoppel issue for '087 Patent Claim 5,"June 8, 2015",087-patent-prosecution.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-weaknesses-in-counterpartys-summary-judgment-motion,standard,analyze,C-015,Identifies revenue base discrepancy in damages calculation (ISSUE_007),"Dr. Narasimhan | $66,975,000 | 4,200 | $15,950",aeroharvest-msj-brief.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-weaknesses-in-counterpartys-summary-judgment-motion,standard,analyze,C-018,Identifies damages base improperly includes all units (ISSUE_008),"Dr. Narasimhan's | 4,200 | PrecisionSpray Module",aeroharvest-msj-brief.docx,reference_passes;corrupted_fails,,
intellectual-property/identify-weaknesses-in-counterpartys-summary-judgment-motion,standard,analyze,C-019,Identifies adaptive pathfinding dispute for Claim 1(b) (ISSUE_009),"TerraScout X7's | The Court | navigate along a flight path that was established before takeoff, without requiring real-time human directional input",aeroharvest-msj-brief.docx,reference_passes;corrupted_fails,,
